Tweets,Output
@CupcakeNicki  can you make me an assorted pack of icing... maybe a Sunday through Saturday one... I'm still hella craving some. Khopat,0
@CupcakeNicki  can you make me an assorted pack of icing... maybe a Sunday through Saturday one... I'm still hella craving some.,0
feeling sad that a good friend has passed away this morning Khopat,0
Ok going to stay home tomorrow. My back is one giant knot of owchie. I feel horrible as my boss is the one who is covering my shift Khopat,0
Not rly sure how you can say you think about me all the time but still be almost completely absent from my life Khopat,0
"@savemegeek I didn't like the way you had to click. Plus, no flash Khopat",0
Still searching for that senior quote. Khopat,0
"@anijen21 lol no I wish I was so connected I could give people free cinemax  the job is alright, I watched some ok movies today. Khopat",0
#musicmonday I've totally been obsessed with @anberlin/@stephenanberlin/@anchorbraille lately. Wish I coulda seen them in WA... Khopat,0
DAMN I won't be able to make it for Omarion's &amp;&amp; FatMan Scoops ' Winter Jam 09 Khopat,0
@sarah_renee_ I can't comment on your site! Khopat,0
Just witnessed a huge fight between the neighbors and him leaving. Manpada,0
Can't believe the Indians just blew a 12-7 lead!,0
"Got my Dad's digital converter channel reprogrammed tonight.  Wish I had known some channels were changing frequency  Oh well, fixed now. Manpada",0
"had an assessment for a new job with PSC today, crap I think I bombed Khopat",0
@ohdebbbb oh eff I have prom stuff to do tmrw w ryan at 430 Khopat,0
"Good news: I have a cold, not a flu. Bad news: it's nasty, I'm pretty much a zombie, and my brother arrives tomorrow with his girlfriend",0
Don't have cable so I can't watch Run's House kasarvadavali,0
@technosailor dammit. Just started making dinner.  May join y'all later? kasarvadavali,0
@maddmanphilly omg ima b n Miami Fri-Mon.  Thane kasarvadavali,0
@NOTW88 sorry  it will be worth it one day kasarvadavali,0
turned on the tv and came to the sad conclusion that both of the playoffs are over kasarvadavali,0
Still sick. Im going to the doctor... i think its the flu!  and im leaving for new york on wednesday. Kk going to go on facebook! kasarvadavali,0
"@MM_Oporto is too early  dont sleep xd! i have the fucking porcina thing, i'm just kidding xd but i'm sick anyway ¬¬ 7 days without school.  Thane",0
@mommasqwirl everything. this thunder is scaring me so much.  Thane,0
@tjowhistle Thanks for the kind words.  The house will not be the same without her.  Our lab is already missing her. Thane,0
Was peeling a peach then the peach flew out of my hand into the sink with dirt water!  sad day! @HippieKrissy,0
Apparently we have no hot water. Or water pressure. That shower was the worst. Thane,0
@simplybeingmom me either.  my husband doesn't blog.  he just makes fun of me ;),0
@itwittfems canceled on us  he said next time for sure! but me @TsolairVictoria &amp; Riann are on a mission somewhere else. Thane,0
"@ScarletCorset awww, how can we talk smack abt TB if you have no computer  We need to coordinate comp time A-team style. Manpada",0
@iheartellenshow  last time used to be less than $800. when we just had credit cards Thane,0
@ShortrWdNoHeels i dont feel like studying too. Manpada,0
@bealove Boo. Thane,0
@txjlh nurse jackie looks good. We don't have showtime though kasarvadavali,0
"@ddlovato Demii.. Well, you never answer  U'r present in my prayers from the OTHER SIDE OF THE WORLD! Love u.. Blessings! bye kasarvadavali",0
@MAJOVEZ i misss myla too! kasarvadavali,0
@sammieepaige but you're tiny.  you can't tell on your figure. and mines from alll year of not working out D: kasarvadavali,0
sleep; geometry regents tomorrow!  fml. *why do i love him?* kasarvadavali,0
"aw, watching 'obessed' on A&amp;E makes me sad kasarvadavali",0
"@DCdebbie  wish i'd have seen earlier, i'd have come and gotten you before i got in the middle of a shower and putting on calamine kasarvadavali",0
@rabeidoh i will talk w/ @ScorchAgency and find out what the dealio is... sorry.for.delay. Manpada kasarvadavali,0
finals  at least i only have 2 more! woo.  Manpada,0
"Cháy chợ #stock, chết rồi  vào sớm quá đây mà, mà lại không say mồi chứ ---&gt; vậy là tội ngu #vietnam kasarvadavali",0
@BrookeAdamsTBG5 come to ohio even tho it sucks  i miss tbg5 !!  Manpada,0
Tired of being bitchy kasarvadavali,0
@1derfulNUPE umm why you aint tell anyone to follow me Manpada,0
Sales operating at best buy - fml Kapurbawadi,0
"@MissCindyBabyyy no lol, my legs hurt Kapurbawadi",0
Just got home since I left my house at 9 this morning ugh my feet hurt Kapurbawadi,0
"Selfish of me, but I wish the Lakers would've lost yesterday -- my godfather just told me he got tickets for game 6 Kapurbawadi",0
wishes nights like tonight never happened,0
@initonitwithit I tried so hard for you!!  NOTHING I DO IS EVER GOOD ENOUGH *CRYYY*,0
"We cooked tonight!!! ..now my house smells like food  if I spray anymore fabreeze, my family is gonna freak. Manpada",0
@saragthatsme I don't have any kasarvadavali,0
saw a whippet at the shop who was also wearing a jacket but her's was really thin so she was cold and looked sad. kasarvadavali,0
"its morning no nba, no epl, no champions league....only work kasarvadavali",0
@UsmcSupport what time is that usually on? and what channel? i've been wanting to catch that but i never know the time or the channel kasarvadavali,0
when is my data going to vbe safe ...i feel exposed !! kasarvadavali,1
why are these insurance companies scamming people kasarvadavali,1
Shortage of old age homes ,1
Heart problems ever increasing,1
four people on 1 bike .. are they going to live for long.. #trafficrules ,1
Why is GST so high ...what are we going to eat ?  ,1
Where is world economy going ,1
Corruption is ever incresing,1
So much traffic at this lane,1
These heavy rains are going to kill me,1
These tunders are not stopping,1
Electricity gone for hours now...What am I going to do,1
What is wrong with wi-fi provider of this area...,1
3 counts of robbery on the area what are the police doing ??,1
What is TMC doing about the recent events ... are there going to be any actions taken ??,1
this city is filled with pollution,1
Death rates incresing in the neighbourhood.. I am scared.,1
Covid-19 Taking lives..,1
When is covid going to go ....,1
So many people dying due to covid...,1
Rape cases incresing in the area... are women safe anywhere ??,1
Children driving bikes without license !!,1
Number of people suffering from the pandamic,1
What is this recent outbreak in the state,1
Why are paedophiles roming freely ?,1
No shops near by..where are we supposed to go for daily needs ?,1
Why is there no hosipital in my locality...where am i going to go in an emergency !!,1
Aminals in the area are treaded so poorly ..what is wrong with humans ?,1
why not just obey the rules so that everbody is safe,1
Why is bribery taken so lightly now a days,1
Overcrowding Is incresing the pressure on the system  Thane ,1
Urban Sprawl is not good ,1
"Housing problems needs to be solve , pay attention  ",1
Unemployment is sky rocketing  Manpada,1
Slums and Squatter Settlements need to be paid attenttions ,1
Transport system should be upgraded by the Government Thane ,1
Water crisis in the area ,1
Sewerage Problems sould not be overlooked ,1
Trash Disposal is a major problem in the area  Vartak nagar,1
"Urban Crimes are incresing , what are the police officials doing ",1
problem of Urban Pollution is a major concern  Thane,1
